#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
lp54,NC_001857.2,32261,32749,+,1194377,-,BB_A48,NP_045721.1,162,-,hypothetical protein BB_A48 (plasmid)
lp54,NC_001857.2,32742,32960,+,1194378,-,BB_A49,NP_045722.1,72,-,hypothetical protein BB_A49 (plasmid)
lp54,NC_001857.2,34385,34948,+,1194380,-,BB_A51,NP_045724.1,187,-,hypothetical protein BB_A51 (plasmid)
lp54,NC_001857.2,34988,35833,+,1194334,-,BB_A52,NP_045725.1,281,-,outer membrane protein (plasmid)
lp54,NC_001857.2,35954,36229,+,1194363,-,BB_A53,NP_045726.1,91,-,Bbs27 protein (plasmid)
lp54,NC_001857.2,36256,36534,+,1194364,-,BB_A54,NP_045727.1,92,-,hypothetical protein BB_A54 (plasmid)
lp54,NC_001857.2,38161,39405,-,1194367,-,BB_A57,NP_045730.1,414,-,P45-13 (plasmid)
lp54,NC_001857.2,39630,39833,+,1194368,-,BB_A58,NP_045731.1,67,-,hypothetical protein BB_A58 (plasmid)
lp54,NC_001857.2,39873,40112,-,1194335,-,BB_A59,NP_045732.1,79,-,hypothetical protein BB_A59 (plasmid)
lp54,NC_001857.2,40212,41045,-,1194336,-,BB_A60,NP_045733.1,277,-,surface lipoprotein P27 (plasmid)
lp54,NC_001857.2,41396,42019,-,1194337,-,BB_A61,NP_045734.1,207,-,hypothetical protein BB_A61 (plasmid)
lp54,NC_001857.2,42267,42473,+,1194338,lp6.6,BB_A62,NP_045735.1,68,-,6.6 kDa lipoprotein (plasmid)
lp54,NC_001857.2,42624,43532,-,1194352,-,BB_A64,NP_045737.2,302,-,P35 antigen (plasmid)
lp54,NC_001857.2,43685,44533,-,1194381,-,BB_A65,NP_045738.1,282,-,lipoprotein (plasmid)
lp54,NC_001857.2,44712,45947,-,1194353,-,BB_A66,NP_045739.1,411,-,outer surface protein (plasmid)
lp54,NC_001857.2,46473,47228,-,1194383,cspA,BB_A68,NP_045741.1,251,-,complement regulator-acquiring surface protein 1 (plasmid)
lp54,NC_001857.2,47476,48267,-,1194384,-,BB_A69,NP_045742.1,263,-,putative surface protein (plasmid)
lp54,NC_001857.2,49853,50077,-,11473656,-,BB_A0078,YP_004940408.1,74,-,lipoprotein (plasmid)
lp54,NC_001857.2,50286,51176,-,1194354,-,BB_A73,NP_045746.1,296,-,antigen P35 (plasmid)
lp54,NC_001857.2,51706,52479,+,1194355,osm28,BB_A74,NP_045747.1,257,-,outer membrane porin OMS28 (plasmid)
lp54,NC_001857.2,52706,53503,+,1194339,thyX,BB_A76,NP_045749.1,265,-,FAD-dependent thymidylate synthase (plasmid)
lp56,NC_000956.1,856,1407,+,1194750,-,BB_Q03,NP_051468.1,183,-,outer membrane protein (plasmid)
lp56,NC_000956.1,2744,3496,+,1194752,-,BB_Q05,NP_051469.1,250,-,"antigen, P35 (plasmid)"
lp56,NC_000956.1,3623,4108,+,1194753,-,BB_Q06,NP_051470.1,161,-,membrane protein (plasmid)
lp56,NC_000956.1,4249,4986,-,1194754,-,BB_Q07,NP_051471.1,245,-,plasmid partition protein (plasmid)
lp56,NC_000956.1,5069,5830,-,1194755,-,BB_Q08,NP_051472.1,253,-,PF-32 protein (plasmid)
lp56,NC_000956.1,5803,6339,-,1194756,-,BB_Q09,NP_051473.1,178,-,hypothetical protein BB_Q09 (plasmid)
lp56,NC_000956.1,6836,7411,+,1194795,-,BB_Q12,NP_051475.2,191,-,hypothetical protein BB_Q12 (plasmid)
lp56,NC_000956.1,7433,8392,+,1194757,-,BB_Q13,NP_051476.2,319,-,hypothetical protein BB_Q13 (plasmid)
lp56,NC_000956.1,8412,8867,+,1194758,-,BB_Q14,NP_051477.2,151,-,hypothetical protein BB_Q14 (plasmid)
lp56,NC_000956.1,8867,9250,+,1194759,-,BB_Q15,NP_051478.2,127,-,hypothetical protein BB_Q15 (plasmid)
lp56,NC_000956.1,9624,10190,+,1194761,-,BB_Q17,NP_051479.1,188,-,hypothetical protein BB_Q17 (plasmid)
lp56,NC_000956.1,10171,11283,+,1194796,-,BB_Q18,NP_051480.1,370,-,hypothetical protein BB_Q18 (plasmid)
lp56,NC_000956.1,11297,11725,+,1194797,-,BB_Q19,NP_051481.2,142,-,hypothetical protein BB_Q19 (plasmid)
lp56,NC_000956.1,11741,12196,+,1194798,-,BB_Q20,NP_051482.1,151,-,hypothetical protein BB_Q20 (plasmid)
lp56,NC_000956.1,12193,12429,+,1194799,-,BB_Q21,NP_051483.1,78,-,hypothetical protein BB_Q21 (plasmid)
lp56,NC_000956.1,12437,13732,+,1194800,-,BB_Q22,NP_051484.1,431,-,hypothetical protein BB_Q22 (plasmid)
lp56,NC_000956.1,13755,14438,+,1194801,-,BB_Q23,NP_051485.1,227,-,hypothetical protein BB_Q23 (plasmid)
lp56,NC_000956.1,14442,15392,+,1194802,-,BB_Q24,NP_051486.1,316,-,hypothetical protein BB_Q24 (plasmid)
lp56,NC_000956.1,15410,15964,+,1194803,-,BB_Q25,NP_051487.1,184,-,hypothetical protein BB_Q25 (plasmid)
lp56,NC_000956.1,15994,16326,+,1194762,-,BB_Q26,NP_051488.1,110,-,hypothetical protein BB_Q26 (plasmid)
lp56,NC_000956.1,16323,17198,+,1194763,-,BB_Q27,NP_051489.1,291,-,hypothetical protein BB_Q27 (plasmid)
lp56,NC_000956.1,17208,17813,+,1194764,-,BB_Q28,NP_051490.1,201,-,hypothetical protein BB_Q28 (plasmid)
lp56,NC_000956.1,17823,18638,+,1194765,-,BB_Q29,NP_051491.1,271,-,hypothetical protein BB_Q29 (plasmid)
lp56,NC_000956.1,18713,18916,+,1194766,blyA,BB_Q30,NP_051492.1,67,-,holin protein (plasmid)
lp56,NC_000956.1,18920,19267,+,1194767,blyB,BB_Q31,NP_051493.1,115,-,holin protein (plasmid)
lp56,NC_000956.1,19257,19592,+,1194768,-,BB_Q32,NP_051494.1,111,-,hypothetical protein BB_Q32 (plasmid)
lp56,NC_000956.1,19585,19938,+,1194769,-,BB_Q33,NP_051495.2,117,-,hypothetical protein BB_Q33 (plasmid)
lp56,NC_000956.1,20043,20738,+,1194770,bdrW,BB_Q34,NP_051496.2,231,-,protein BdrW protein (plasmid)
lp56,NC_000956.1,20844,21455,+,1194771,mlpJ,BB_Q35,NP_051497.1,203,-,protein MlpJ (plasmid)
lp56,NC_000956.1,21532,22479,-,1194772,-,BB_Q37,NP_051499.1,315,-,hypothetical protein BB_Q37 (plasmid)
lp56,NC_000956.1,22869,23966,+,1194773,-,BB_Q38,NP_051500.1,365,-,hypothetical protein BB_Q38 (plasmid)
lp56,NC_000956.1,23976,24542,+,1194774,-,BB_Q39,NP_051501.1,188,-,hypothetical protein BB_Q39 (plasmid)
lp56,NC_000956.1,24518,25273,+,1194775,-,BB_Q40,NP_051502.1,251,-,PF-32 protein (plasmid)
lp56,NC_000956.1,25890,26426,+,1194777,bdrV,BB_Q42,NP_051504.1,178,-,protein BdrV (plasmid)
lp56,NC_000956.1,26921,28246,+,1194778,bppA,BB_Q43,NP_051505.2,441,-,protein BppA (plasmid)
lp56,NC_000956.1,28299,28724,+,1194779,bppB,BB_Q44,NP_051506.1,141,-,protein BppB (plasmid)
lp56,NC_000956.1,28730,29506,-,1194780,bppC,BB_Q45,NP_051507.1,258,-,protein BppC (plasmid)
lp56,NC_000956.1,29937,30974,+,1194781,erpX,BB_Q47,NP_051509.1,345,-,protein ErpX (plasmid)
lp56,NC_000956.1,31168,31710,+,1194806,-,BB_Q48,NP_051510.2,180,-,hypothetical protein BB_Q48 (plasmid)
lp56,NC_000956.1,31892,32458,+,1194807,-,BB_Q49,NP_051511.1,188,-,hypothetical protein BB_Q49 (plasmid)
lp56,NC_000956.1,32455,33807,+,1194782,-,BB_Q50,NP_051512.1,450,-,phage terminase large subunit (plasmid)
lp56,NC_000956.1,35115,35807,+,1194808,-,BB_Q52,NP_051513.1,230,-,hypothetical protein BB_Q52 (plasmid)
lp56,NC_000956.1,35819,36385,+,1194809,-,BB_Q53,NP_051514.1,188,-,hypothetical protein BB_Q53 (plasmid)
lp56,NC_000956.1,36389,37135,+,1194810,-,BB_Q54,NP_051515.1,248,-,hypothetical protein BB_Q54 (plasmid)
lp56,NC_000956.1,39531,39905,+,1194816,-,BB_Q62,NP_051521.1,124,-,hypothetical protein BB_Q62 (plasmid)
lp56,NC_000956.1,40436,43696,-,1194785,-,BB_Q67,NP_051524.2,1086,-,adenine specific DNA methyltransferase (plasmid)
lp56,NC_000956.1,50288,50461,+,11473551,-,BB_Q0091,YP_004940632.1,57,-,hypothetical protein BB_Q0091 (plasmid)
lp56,NC_000956.1,51172,51528,-,1194792,-,BB_Q85,NP_051533.1,118,-,hypothetical protein BB_Q85 (plasmid)
lp56,NC_000956.1,52135,52608,-,1194829,-,BB_Q88,NP_051536.1,157,-,hypothetical protein BB_Q88 (plasmid)
lp56,NC_000956.1,52532,52726,-,1194830,-,BB_Q89,NP_051537.1,64,-,lipoprotein (plasmid)
cp32-1,NC_000948.1,66,1289,+,1194468,-,BB_P01,NP_051162.1,407,-,phage portal protein (plasmid)
cp32-1,NC_000948.1,1306,1998,+,1194469,-,BB_P02,NP_051163.1,230,-,hypothetical protein BB_P02 (plasmid)
cp32-1,NC_000948.1,2011,2568,+,1194470,-,BB_P03,NP_051164.1,185,-,hypothetical protein BB_P03 (plasmid)
cp32-1,NC_000948.1,2575,3339,+,1194471,-,BB_P04,NP_051165.1,254,-,hypothetical protein BB_P04 (plasmid)
cp32-1,NC_000948.1,3963,4922,+,1194442,-,BB_P06,NP_051167.2,319,-,hypothetical protein BB_P06 (plasmid)
cp32-1,NC_000948.1,4942,5397,+,1194443,-,BB_P07,NP_051168.2,151,-,hypothetical protein BB_P07 (plasmid)
cp32-1,NC_000948.1,5397,5780,+,1194444,-,BB_P08,NP_051169.2,127,-,hypothetical protein BB_P08 (plasmid)
cp32-1,NC_000948.1,5768,6157,+,1194445,-,BB_P09,NP_051170.1,129,-,hypothetical protein BB_P09 (plasmid)
cp32-1,NC_000948.1,6154,6720,+,1194446,-,BB_P10,NP_051171.1,188,-,hypothetical protein BB_P10 (plasmid)
cp32-1,NC_000948.1,6701,7813,+,1194473,-,BB_P11,NP_051172.1,370,-,hypothetical protein BB_P11 (plasmid)
cp32-1,NC_000948.1,7828,8256,+,1194474,-,BB_P12,NP_051173.1,142,-,hypothetical protein BB_P12 (plasmid)
cp32-1,NC_000948.1,8272,8727,+,1194475,-,BB_P13,NP_051174.1,151,-,hypothetical protein BB_P13 (plasmid)
cp32-1,NC_000948.1,8724,8960,+,1194476,-,BB_P14,NP_051175.1,78,-,hypothetical protein BB_P14 (plasmid)
cp32-1,NC_000948.1,8968,10242,+,1194477,-,BB_P15,NP_051176.1,424,-,hypothetical protein BB_P15 (plasmid)
cp32-1,NC_000948.1,10265,10948,+,1194478,-,BB_P16,NP_051177.1,227,-,hypothetical protein BB_P16 (plasmid)
cp32-1,NC_000948.1,10952,11902,+,1194479,-,BB_P17,NP_051178.1,316,-,hypothetical protein BB_P17 (plasmid)
cp32-1,NC_000948.1,11920,12465,+,1194480,-,BB_P18,NP_051179.1,181,-,hypothetical protein BB_P18 (plasmid)
cp32-1,NC_000948.1,12495,12827,+,1194447,-,BB_P19,NP_051180.1,110,-,hypothetical protein BB_P19 (plasmid)
cp32-1,NC_000948.1,12824,13699,+,1194448,-,BB_P20,NP_051181.1,291,-,hypothetical protein BB_P20 (plasmid)
cp32-1,NC_000948.1,13709,14314,+,1194449,-,BB_P21,NP_051182.1,201,-,hypothetical protein BB_P21 (plasmid)
cp32-1,NC_000948.1,14324,15139,+,1194450,-,BB_P22,NP_051183.1,271,-,hypothetical protein BB_P22 (plasmid)
cp32-1,NC_000948.1,15215,15418,+,1194451,blyA,BB_P23,NP_051184.1,67,-,holin protein (plasmid)
cp32-1,NC_000948.1,15422,15769,+,1194452,blyB,BB_P24,NP_051185.1,115,-,holin protein (plasmid)
cp32-1,NC_000948.1,15759,16094,+,1194453,-,BB_P25,NP_051186.1,111,-,hypothetical protein BB_P25 (plasmid)
cp32-1,NC_000948.1,16087,16440,+,1194454,-,BB_P26,NP_051187.2,117,-,hypothetical protein BB_P26 (plasmid)
cp32-1,NC_000948.1,16578,17060,-,1194455,revA,BB_P27,NP_051188.1,160,-,surface protein (plasmid)
cp32-1,NC_000948.1,17232,17678,+,1194456,mlpA,BB_P28,NP_051189.1,148,-,surface lipoprotein (plasmid)
cp32-1,NC_000948.1,17715,18728,-,1194457,-,BB_P29,NP_051190.1,337,-,hypothetical protein BB_P29 (plasmid)
cp32-1,NC_000948.1,19114,20214,+,1194458,-,BB_P30,NP_051191.1,366,-,hypothetical protein BB_P30 (plasmid)
cp32-1,NC_000948.1,20224,20790,+,1194459,-,BB_P31,NP_051192.1,188,-,hypothetical protein BB_P31 (plasmid)
cp32-1,NC_000948.1,20766,21506,+,1194460,-,BB_P32,NP_051193.1,246,-,PF-32 protein (plasmid)
cp32-1,NC_000948.1,21561,22118,+,1194461,-,BB_P33,NP_051194.2,185,-,PF-49 protein (plasmid)
cp32-1,NC_000948.1,22131,22763,+,1194462,bdrA,BB_P34,NP_051195.1,210,-,BdrA (plasmid)
cp32-1,NC_000948.1,23231,24556,+,1194463,bppA,BB_P35,NP_051196.1,441,-,BppA (plasmid)
cp32-1,NC_000948.1,24609,25034,+,1194464,bppB,BB_P36,NP_051197.1,141,-,BppB (plasmid)
cp32-1,NC_000948.1,25040,25816,-,1194465,bppC,BB_P37,NP_051198.1,258,-,site-specific recombinase (plasmid)
cp32-1,NC_000948.1,26235,26768,+,1194439,erpA,BB_P38,NP_051199.2,177,-,ErpA (plasmid)
cp32-1,NC_000948.1,26796,27932,+,1194440,erpB,BB_P39,NP_051200.1,378,-,ErpB (plasmid)
cp32-1,NC_000948.1,28116,28655,+,1194466,-,BB_P40,NP_051201.2,179,-,hypothetical protein BB_P40 (plasmid)
cp32-1,NC_000948.1,28835,29401,+,1194467,-,BB_P41,NP_051202.1,188,-,hypothetical protein BB_P41 (plasmid)
cp32-1,NC_000948.1,29398,30750,+,1194441,-,BB_P42,NP_051203.1,450,-,phage terminase large subunit (plasmid)
cp32-3,NC_000949.1,66,1289,+,1194513,-,BB_S01,NP_051204.1,407,-,phage portal protein (plasmid)
cp32-3,NC_000949.1,1306,1998,+,1194514,-,BB_S02,NP_051205.1,230,-,hypothetical protein BB_S02 (plasmid)
cp32-3,NC_000949.1,2011,2568,+,1194515,-,BB_S03,NP_051206.1,185,-,hypothetical protein BB_S03 (plasmid)
cp32-3,NC_000949.1,2575,3339,+,1194516,-,BB_S04,NP_051207.1,254,-,hypothetical protein BB_S04 (plasmid)
cp32-3,NC_000949.1,3963,4922,+,1194502,-,BB_S06,NP_051209.1,319,-,hypothetical protein BB_S06 (plasmid)
cp32-3,NC_000949.1,4942,5397,+,1194503,-,BB_S07,NP_051210.2,151,-,hypothetical protein BB_S07 (plasmid)
cp32-3,NC_000949.1,5397,5780,+,1194504,-,BB_S08,NP_051211.2,127,-,hypothetical protein BB_S08 (plasmid)
cp32-3,NC_000949.1,5768,6157,+,1194505,-,BB_S09,NP_051212.1,129,-,hypothetical protein BB_S09 (plasmid)
cp32-3,NC_000949.1,6154,6720,+,1194506,-,BB_S10,NP_051213.1,188,-,hypothetical protein BB_S10 (plasmid)
cp32-3,NC_000949.1,6701,7813,+,1194518,-,BB_S11,NP_051214.1,370,-,hypothetical protein BB_S11 (plasmid)
cp32-3,NC_000949.1,7828,8256,+,1194519,-,BB_S12,NP_051215.1,142,-,hypothetical protein BB_S12 (plasmid)
cp32-3,NC_000949.1,8272,8727,+,1194520,-,BB_S13,NP_051216.1,151,-,hypothetical protein BB_S13 (plasmid)
cp32-3,NC_000949.1,8724,8960,+,1194521,-,BB_S14,NP_051217.1,78,-,hypothetical protein BB_S14 (plasmid)
cp32-3,NC_000949.1,8968,10242,+,1194522,-,BB_S15,NP_051218.1,424,-,hypothetical protein BB_S15 (plasmid)
cp32-3,NC_000949.1,10265,10948,+,1194523,-,BB_S16,NP_051219.1,227,-,hypothetical protein BB_S16 (plasmid)
cp32-3,NC_000949.1,10952,11902,+,1194524,-,BB_S17,NP_051220.1,316,-,hypothetical protein BB_S17 (plasmid)
cp32-3,NC_000949.1,11920,12465,+,1194525,-,BB_S18,NP_051221.1,181,-,hypothetical protein BB_S18 (plasmid)
cp32-3,NC_000949.1,12495,12827,+,1194507,-,BB_S19,NP_051222.1,110,-,hypothetical protein BB_S19 (plasmid)
cp32-3,NC_000949.1,12824,13699,+,1194508,-,BB_S20,NP_051223.1,291,-,hypothetical protein BB_S20 (plasmid)
cp32-3,NC_000949.1,13709,14314,+,1194481,-,BB_S21,NP_051224.2,201,-,hypothetical protein BB_S21 (plasmid)
cp32-3,NC_000949.1,15212,15415,+,1194483,blyA,BB_S23,NP_051226.1,67,-,holin protein (plasmid)
cp32-3,NC_000949.1,15419,15766,+,1194484,blyB,BB_S24,NP_051227.1,115,-,holin protein (plasmid)
cp32-3,NC_000949.1,15756,16091,+,1194485,-,BB_S25,NP_051228.1,111,-,hypothetical protein BB_S25 (plasmid)
cp32-3,NC_000949.1,16084,16437,+,1194486,-,BB_S26,NP_051229.2,117,-,hypothetical protein BB_S26 (plasmid)
cp32-3,NC_000949.1,16586,16903,+,1194509,-,BB_S27,NP_051230.1,105,-,hypothetical protein BB_S27 (plasmid)
cp32-3,NC_000949.1,17089,17697,+,1194487,bdrF,BB_S29,NP_051232.2,202,-,protein BdrF (plasmid)
cp32-3,NC_000949.1,17803,18249,+,1194488,mlpC,BB_S30,NP_051233.1,148,-,lipoprotein (plasmid)
cp32-3,NC_000949.1,18287,19228,-,1194489,-,BB_S31,NP_051234.2,313,-,hypothetical protein BB_S31 (plasmid)
cp32-3,NC_000949.1,19605,20705,+,1194491,-,BB_S33,NP_051236.1,366,-,hypothetical protein BB_S33 (plasmid)
cp32-3,NC_000949.1,20715,21281,+,1194492,-,BB_S34,NP_051237.1,188,-,hypothetical protein BB_S34 (plasmid)
cp32-3,NC_000949.1,21257,21997,+,1194493,-,BB_S35,NP_051238.1,246,-,PF-32 protein (plasmid)
cp32-3,NC_000949.1,22593,23183,+,1194495,bdrE,BB_S37,NP_051240.1,196,-,protein BdrE (plasmid)
cp32-3,NC_000949.1,23691,25016,+,1194496,bppA,BB_S38,NP_051241.2,441,-,protein BppA (plasmid)
cp32-3,NC_000949.1,25069,25494,+,1194497,bppB,BB_S39,NP_051242.1,141,-,protein BppB (plasmid)
cp32-3,NC_000949.1,25500,26276,-,1194498,bppC,BB_S40,NP_051243.1,258,-,protein BppC (plasmid)
cp32-3,NC_000949.1,26708,27298,+,1194499,erpG,BB_S41,NP_051244.1,196,-,outer surface protein ErpG (plasmid)
cp32-3,NC_000949.1,27410,27919,+,1194500,bapA,BB_S42,NP_051245.1,169,-,BapA protein (plasmid)
cp32-3,NC_000949.1,28236,28874,+,1194512,-,BB_S44,NP_051247.1,212,-,hypothetical protein BB_S44 (plasmid)
cp32-3,NC_000949.1,28871,30223,+,1194501,-,BB_S45,NP_051248.1,450,-,phage terminase large subunit (plasmid)
cp32-4,NC_000950.1,66,1289,+,1194556,-,BB_R01,NP_051249.1,407,-,hypothetical protein BB_R01 (plasmid)
cp32-4,NC_000950.1,2013,2576,+,1194557,-,BB_R03,NP_051250.1,187,-,hypothetical protein BB_R03 (plasmid)
cp32-4,NC_000950.1,2580,3347,+,1194558,-,BB_R04,NP_051251.1,255,-,hypothetical protein BB_R04 (plasmid)
cp32-4,NC_000950.1,3376,3951,+,1194559,-,BB_R05,NP_051252.2,191,-,hypothetical protein BB_R05 (plasmid)
cp32-4,NC_000950.1,3973,4932,+,1194529,-,BB_R06,NP_051253.2,319,-,hypothetical protein BB_R06 (plasmid)
cp32-4,NC_000950.1,4952,5407,+,1194530,-,BB_R07,NP_051254.1,151,-,hypothetical protein BB_R07 (plasmid)
cp32-4,NC_000950.1,5407,5790,+,1194531,-,BB_R08,NP_051255.2,127,-,hypothetical protein BB_R08 (plasmid)
cp32-4,NC_000950.1,5778,6167,+,1194532,-,BB_R09,NP_051256.1,129,-,hypothetical protein BB_R09 (plasmid)
cp32-4,NC_000950.1,6164,6730,+,1194533,-,BB_R10,NP_051257.1,188,-,hypothetical protein BB_R10 (plasmid)
cp32-4,NC_000950.1,6711,7823,+,1194560,-,BB_R11,NP_051258.1,370,-,hypothetical protein BB_R11 (plasmid)
cp32-4,NC_000950.1,7838,8266,+,1194561,-,BB_R12,NP_051259.1,142,-,hypothetical protein BB_R12 (plasmid)
cp32-4,NC_000950.1,8282,8737,+,1194562,-,BB_R13,NP_051260.1,151,-,hypothetical protein BB_R13 (plasmid)
cp32-4,NC_000950.1,8734,8970,+,1194563,-,BB_R14,NP_051261.1,78,-,hypothetical protein BB_R14 (plasmid)
cp32-4,NC_000950.1,8978,10273,+,1194564,-,BB_R15,NP_051262.1,431,-,hypothetical protein BB_R15 (plasmid)
cp32-4,NC_000950.1,10296,10892,+,1194565,-,BB_R16,NP_051263.1,198,-,hypothetical protein BB_R16 (plasmid)
cp32-4,NC_000950.1,10896,11846,+,1194566,-,BB_R17,NP_051264.1,316,-,hypothetical protein BB_R17 (plasmid)
cp32-4,NC_000950.1,11864,12418,+,1194567,-,BB_R18,NP_051265.1,184,-,hypothetical protein BB_R18 (plasmid)
cp32-4,NC_000950.1,12448,12780,+,1194534,-,BB_R19,NP_051266.1,110,-,hypothetical protein BB_R19 (plasmid)
cp32-4,NC_000950.1,12777,13652,+,1194535,-,BB_R20,NP_051267.1,291,-,hypothetical protein BB_R20 (plasmid)
cp32-4,NC_000950.1,13662,14267,+,1194536,-,BB_R21,NP_051268.1,201,-,hypothetical protein BB_R21 (plasmid)
cp32-4,NC_000950.1,14277,15092,+,1194537,-,BB_R22,NP_051269.1,271,-,hypothetical protein BB_R22 (plasmid)
cp32-4,NC_000950.1,15167,15370,+,1194538,blyA,BB_R23,NP_051270.1,67,-,pore-forming hemolysin (plasmid)
cp32-4,NC_000950.1,15374,15721,+,1194539,blyB,BB_R24,NP_051271.1,115,-,hemolysin accessory protein (plasmid)
cp32-4,NC_000950.1,15711,16046,+,1194540,-,BB_R25,NP_051272.1,111,-,hypothetical protein BB_R25 (plasmid)
cp32-4,NC_000950.1,16039,16392,+,1194541,-,BB_R26,NP_051273.2,117,-,hypothetical protein BB_R26 (plasmid)
cp32-4,NC_000950.1,16497,16997,+,1194542,bdrH,BB_R27,NP_051274.2,166,-,BdrH (plasmid)
cp32-4,NC_000950.1,17103,17525,+,1194543,mlpD,BB_R28,NP_051275.1,140,-,lipoprotein (plasmid)
cp32-4,NC_000950.1,17573,18583,-,1194544,-,BB_R29,NP_051276.2,336,-,hypothetical protein BB_R29 (plasmid)
cp32-4,NC_000950.1,18960,20057,+,1194545,-,BB_R31,NP_051278.1,365,-,hypothetical protein BB_R31 (plasmid)
cp32-4,NC_000950.1,20067,20633,+,1194546,-,BB_R32,NP_051279.1,188,-,hypothetical protein BB_R32 (plasmid)
cp32-4,NC_000950.1,20609,21364,+,1194547,-,BB_R33,NP_051280.1,251,-,"plasmid partition protein, putative (plasmid)"
cp32-4,NC_000950.1,21415,21960,+,1194548,-,BB_R34,NP_051281.1,181,-,hypothetical protein BB_R34 (plasmid)
cp32-4,NC_000950.1,22831,24156,+,1194550,bppA,BB_R36,NP_051282.1,441,-,BppA (plasmid)
cp32-4,NC_000950.1,24210,24635,+,1194551,bppB,BB_R37,NP_051283.1,141,-,BppB (plasmid)
cp32-4,NC_000950.1,24641,25435,-,1194552,bppC,BB_R38,NP_051284.1,264,-,BppC (plasmid)
cp32-4,NC_000950.1,26005,26820,+,1194526,-,BB_R41,NP_051287.2,271,-,hypothetical protein BB_R41 (plasmid)
cp32-4,NC_000950.1,26853,27527,+,1194527,erpY,BB_R42,NP_051288.1,224,-,ErpY (plasmid)
cp32-4,NC_000950.1,27676,28203,+,1194554,-,BB_R43,NP_051289.2,175,-,hypothetical protein BB_R43 (plasmid)
cp32-4,NC_000950.1,28384,28950,+,1194555,-,BB_R44,NP_051290.1,188,-,hypothetical protein BB_R44 (plasmid)
cp32-4,NC_000950.1,28947,30299,+,1194528,-,BB_R45,NP_051291.1,450,-,phage terminase large subunit (plasmid)
cp32-6,NC_000951.1,66,1289,+,1194601,-,BB_M01,NP_051292.1,407,-,phage portal protein (plasmid)
cp32-6,NC_000951.1,1306,1998,+,1194602,-,BB_M02,NP_051293.1,230,-,hypothetical protein BB_M02 (plasmid)
cp32-6,NC_000951.1,2010,2573,+,1194603,-,BB_M03,NP_051294.1,187,-,hypothetical protein BB_M03 (plasmid)
cp32-6,NC_000951.1,2577,3344,+,1194604,-,BB_M04,NP_051295.1,255,-,hypothetical protein BB_M04 (plasmid)
cp32-6,NC_000951.1,3373,3948,+,1194605,-,BB_M05,NP_051296.2,191,-,hypothetical protein BB_M05 (plasmid)
cp32-6,NC_000951.1,3970,4929,+,1194591,-,BB_M06,NP_051297.2,319,-,hypothetical protein BB_M06 (plasmid)
cp32-6,NC_000951.1,4949,5404,+,1194592,-,BB_M07,NP_051298.1,151,-,hypothetical protein BB_M07 (plasmid)
cp32-6,NC_000951.1,5404,5787,+,1194593,-,BB_M08,NP_051299.2,127,-,hypothetical protein BB_M08 (plasmid)
cp32-6,NC_000951.1,5775,6164,+,1194594,-,BB_M09,NP_051300.1,129,-,hypothetical protein BB_M09 (plasmid)
cp32-6,NC_000951.1,6161,6730,+,1194595,-,BB_M10,NP_051301.1,189,-,hypothetical protein BB_M10 (plasmid)
cp32-6,NC_000951.1,6711,7823,+,1194606,-,BB_M11,NP_051302.1,370,-,hypothetical protein BB_M11 (plasmid)
cp32-6,NC_000951.1,7838,8266,+,1194607,-,BB_M12,NP_051303.1,142,-,hypothetical protein BB_M12 (plasmid)
cp32-6,NC_000951.1,8282,8737,+,1194608,-,BB_M13,NP_051304.1,151,-,hypothetical protein BB_M13 (plasmid)
cp32-6,NC_000951.1,8734,8970,+,1194609,-,BB_M14,NP_051305.1,78,-,hypothetical protein BB_M14 (plasmid)
cp32-6,NC_000951.1,8978,10252,+,1194610,-,BB_M15,NP_051306.1,424,-,hypothetical protein BB_M15 (plasmid)
cp32-6,NC_000951.1,10275,10958,+,1194611,-,BB_M16,NP_051307.1,227,-,hypothetical protein BB_M16 (plasmid)
cp32-6,NC_000951.1,10962,11912,+,1194596,-,BB_M17,NP_051308.1,316,-,hypothetical protein BB_M17 (plasmid)
cp32-6,NC_000951.1,11930,12484,+,1194597,-,BB_M18,NP_051309.1,184,-,hypothetical protein BB_M18 (plasmid)
cp32-6,NC_000951.1,12514,12846,+,1194570,-,BB_M19,NP_051310.1,110,-,hypothetical protein BB_M19 (plasmid)
cp32-6,NC_000951.1,12843,13718,+,1194571,-,BB_M20,NP_051311.1,291,-,hypothetical protein BB_M20 (plasmid)
cp32-6,NC_000951.1,13728,14333,+,1194572,-,BB_M21,NP_051312.1,201,-,hypothetical protein BB_M21 (plasmid)
cp32-6,NC_000951.1,15231,15434,+,1194574,blyA,BB_M23,NP_051314.1,67,-,holin protein (plasmid)
cp32-6,NC_000951.1,15438,15785,+,1194575,blyB,BB_M24,NP_051315.1,115,-,holin protein (plasmid)
cp32-6,NC_000951.1,15775,16110,+,1194576,-,BB_M25,NP_051316.1,111,-,hypothetical protein BB_M25 (plasmid)
cp32-6,NC_000951.1,16103,16456,+,1194577,-,BB_M26,NP_051317.2,117,-,hypothetical protein BB_M26 (plasmid)
cp32-6,NC_000951.1,16593,17075,-,1194578,revA,BB_M27,NP_051318.1,160,-,rev protein (plasmid)
